"","player","i","pos","age","tm","g","mp_per_game","fg","fga","fgpercent","x3p","x3pa","x3ppercent","x2p","x2pa","x2ppercent","efgpercent","ft","fta","ftpercent","orb","drb","trb","ast","stl","blk","tov","pf","ps_g","mp_total","per","tspercent","x3par","ftr","orbpercent","drbpercent","astpercent","stlpercent","blkpercent","tovpercent","usgpercent","ows","dws","ws","ws_48","obpm","dbpm","vorp"
"722","Paul Pierce",2006,"SF",28,"BOS",79,39,8.7,18.5,0.471,1.4,4,0.354,7.3,14.5,0.503,0.509,7.9,10.3,0.772,1,5.7,6.7,4.7,1.4,0.4,3.5,2.8,26.8,3084,23.6,0.582,0.215,0.555,3.1,17.5,23.4,1.8,0.8,13,31.2,8.3,3.2,11.5,0.178,4.7,-0.3,4.9
"723","Paul Pierce",2008,"SF",30,"BOS",80,35.9,6.4,13.7,0.464,1.8,4.6,0.392,4.6,9.2,0.499,0.529,5.1,6.1,0.843,0.7,4.5,5.2,4.5,1.3,0.5,2.8,2.5,19.6,2874,19.6,0.599,0.332,0.442,2.3,14,21.8,1.9,1,14.4,24.8,6.7,5.7,12.4,0.207,3.3,1.5,4.9
"724","Paul Pierce",2009,"SF",31,"BOS",81,37.5,6.7,14.6,0.457,1.5,3.8,0.391,5.2,10.8,0.48,0.508,5.7,6.8,0.83,0.7,5,5.7,3.6,1,0.3,2.8,2.7,20.5,3035,17.7,0.582,0.257,0.468,2.4,15.4,16.3,1.4,0.7,13.8,25.4,5.5,4.8,10.3,0.164,1.7,0.7,3.4
"725","Paul Pierce",2010,"SF",32,"BOS",71,34,5.8,12.2,0.472,1.5,3.7,0.414,4.2,8.5,0.497,0.535,5.2,6.1,0.852,0.5,3.8,4.3,3.1,1.2,0.4,2.3,2.8,18.3,2411,18.2,0.613,0.303,0.499,2,13.4,15.1,1.8,1,13.6,23.8,5,3.3,8.3,0.165,2.3,0.3,2.9
"726","Paul Pierce",2011,"SF",33,"BOS",80,34.7,6.3,12.8,0.497,1.4,3.7,0.374,5,9.1,0.547,0.551,4.8,5.6,0.86,0.4,5,5.4,3.3,1,0.6,2.1,2.9,18.9,2774,19.7,0.62,0.291,0.44,1.6,16.6,16.1,1.5,1.4,12.3,24,6.5,5.1,11.6,0.201,3.1,1.6,4.7
"727","Paul Pierce",2012,"SF",34,"BOS",61,34,6.5,14.6,0.443,1.6,4.5,0.366,4.8,10.1,0.476,0.499,4.8,5.6,0.852,0.6,4.6,5.2,4.5,1.1,0.4,2.8,2.4,19.4,2075,19.6,0.567,0.307,0.387,2.2,15.2,24.3,1.8,1,14.2,28.1,3.3,3.7,7,0.161,3.3,1.1,3.4
"728","Paul Westphal",1980,"SG",29,"PHO",82,32.5,8.4,16.1,0.525,0.3,1.1,0.28,8.1,14.9,0.544,0.535,4.7,5.4,0.862,0.6,1.7,2.3,5.1,1.5,0.4,2.5,2,21.9,2665,21.1,0.593,0.071,0.336,1.9,5.7,24.2,2,0.7,12,25.6,7.7,2.8,10.5,0.189,3.9,-1.6,2.9
"729","Paul Westphal",1981,"SG",30,"SEA",36,29.9,6.1,13.9,0.442,0.2,0.7,0.24,6,13.2,0.453,0.448,4.3,5.1,0.832,0.3,1.6,1.9,4.1,1.3,0.4,2.2,1.9,16.7,1078,16.5,0.517,0.05,0.368,1.1,5.7,21.5,2,0.7,11.8,24.9,1.5,0.9,2.4,0.106,0.6,-1.8,0.2
"730","Peja Stojakovic",2002,"SF",24,"SAC",71,37.3,7.7,15.9,0.484,1.8,4.4,0.416,5.9,11.5,0.51,0.541,4,4.5,0.876,1,4.2,5.2,2.5,1.1,0.2,2,1.7,21.2,2649,19.3,0.592,0.274,0.286,3,11.9,10.6,1.5,0.4,9.9,23.2,6.8,3,9.9,0.179,3.4,-0.7,3.2
"731","Peja Stojakovic",2003,"SF",25,"SAC",72,34,6.9,14.4,0.481,2.2,5.6,0.382,4.8,8.7,0.545,0.556,3.2,3.7,0.875,0.8,4.7,5.5,2,1,0.1,1.4,2,19.2,2450,19.6,0.6,0.393,0.255,2.8,14,9.4,1.5,0.1,8.1,22.5,6.9,3.3,10.1,0.199,4,-0.9,3.1
"732","Peja Stojakovic",2004,"SF",26,"SAC",81,40.3,8.2,17.1,0.48,3,6.8,0.433,5.2,10.3,0.511,0.566,4.9,5.2,0.927,1.1,5.1,6.2,2.1,1.3,0.2,1.9,2,24.2,3264,21.8,0.624,0.4,0.307,3.2,14.1,9.1,1.7,0.3,8.9,23.9,11.4,2.1,13.5,0.198,5.6,-1.9,4.7
"733","Rajon Rondo",2010,"PG",23,"BOS",81,36.6,5.7,11.2,0.508,0.2,1,0.213,5.5,10.2,0.536,0.517,2.2,3.5,0.621,1.2,3.2,4.4,9.8,2.3,0.1,3,2.4,13.7,2963,19.1,0.54,0.088,0.312,4.3,10.5,43.7,3.3,0.3,19.3,20.2,4.9,4.7,9.6,0.156,2.2,1.3,4.1
"734","Rajon Rondo",2011,"PG",24,"BOS",68,37.2,4.7,9.9,0.475,0.1,0.6,0.233,4.5,9.2,0.491,0.482,1.1,1.9,0.568,1.3,3.1,4.4,11.2,2.3,0.2,3.4,1.8,10.6,2527,17.1,0.495,0.064,0.197,4.5,9.7,47.1,3.2,0.3,24.3,18.3,1.8,4.8,6.6,0.126,0.3,1.7,2.5
"735","Rajon Rondo",2012,"PG",25,"BOS",53,36.9,4.8,10.8,0.448,0.2,0.8,0.238,4.6,10,0.464,0.456,2,3.4,0.597,1.2,3.7,4.9,11.7,1.8,0.1,3.6,1.9,11.9,1957,17.5,0.483,0.073,0.316,3.9,11.2,52.5,2.6,0.1,22.8,20.7,1.5,3.4,4.9,0.121,0.6,0.7,1.6
"736","Ralph Sampson",1984,"C",23,"HOU",82,32.8,8.7,16.7,0.523,0,0,0.25,8.7,16.6,0.524,0.523,3.5,5.3,0.661,3.6,7.6,11.2,2,0.9,2.4,3.6,4.1,21,2693,20.1,0.551,0.003,0.317,11.8,24.7,8.9,1.2,4,15.9,27.1,1.9,4.1,6,0.108,0.1,1.3,2.3
"737","Ralph Sampson",1985,"PF",24,"HOU",82,37.6,9.2,18.3,0.502,0,0.1,0,9.2,18.2,0.504,0.502,3.7,5.5,0.676,2.8,7.6,10.4,2.7,1,2,4,3.7,22.1,3086,17.4,0.533,0.004,0.299,8.2,22.6,10.4,1.2,3.1,16.1,25.9,1.4,4.8,6.2,0.096,-0.7,1.5,2.1
"738","Ralph Sampson",1986,"PF",25,"HOU",79,36.3,7.9,16.2,0.488,0,0.2,0.133,7.9,16,0.492,0.488,3.1,4.8,0.641,3.3,7.9,11.2,3.6,1.3,1.6,3.6,3.9,18.9,2864,16.9,0.516,0.012,0.294,9.6,23.6,13.5,1.6,2.5,16.5,23.6,1.1,4,5,0.084,-0.4,1.8,2.5
"739","Rashard Lewis",2005,"SF",25,"SEA",71,38,7.5,16.2,0.462,2.4,6.1,0.4,5.1,10.1,0.499,0.537,3.1,4,0.777,1.5,3.9,5.4,1.3,1.1,0.9,1.7,2.2,20.5,2697,19.4,0.571,0.375,0.246,5,12.6,6.5,1.5,1.8,8.8,24,6.9,1.5,8.4,0.15,3.8,-1,3.3
"740","Rashard Lewis",2009,"PF",29,"ORL",79,36.2,6.1,13.8,0.439,2.8,7,0.397,3.3,6.8,0.482,0.54,2.8,3.4,0.836,1.2,4.6,5.8,2.6,1,0.6,2,2.5,17.7,2859,16.8,0.58,0.509,0.247,3.7,13.9,12.5,1.5,1.3,11.6,22,4.7,4.8,9.5,0.16,2.7,1.5,4.5
"741","Rasheed Wallace",2000,"PF",25,"POR",81,35.1,6.7,12.9,0.519,0.1,0.6,0.16,6.6,12.3,0.537,0.522,2.9,4.1,0.704,1.6,5.4,7,1.8,1.1,1.3,1.9,2.7,16.4,2845,18.1,0.556,0.048,0.317,5.6,17.2,8.7,1.6,2.8,11.6,21.9,4.6,4.7,9.3,0.156,0.4,1.7,2.9
"742","Rasheed Wallace",2001,"PF",26,"POR",77,38.2,7.7,15.3,0.501,0.7,2.1,0.321,7,13.2,0.53,0.523,3.2,4.2,0.766,1.9,5.9,7.8,2.8,1.2,1.8,2.1,2.7,19.2,2940,20.9,0.56,0.138,0.272,6.2,17.9,12.9,1.6,3.4,10.7,23.4,6.8,4.2,11,0.18,2.5,1.6,4.5
"743","Rasheed Wallace",2006,"PF",31,"DET",80,34.8,5.7,13.3,0.43,1.9,5.4,0.357,3.8,7.9,0.48,0.503,1.7,2.3,0.743,1.1,5.7,6.8,2.3,1,1.6,1.1,2.9,15.1,2780,17.6,0.527,0.407,0.172,3.8,19.8,11.2,1.6,3.4,6.9,21.1,4,4.9,8.9,0.154,1.5,2,3.9
"744","Rasheed Wallace",2008,"C",33,"DET",77,30.5,4.9,11.3,0.432,1.5,4.1,0.356,3.4,7.2,0.476,0.497,1.5,1.9,0.767,1.1,5.5,6.6,1.8,1.2,1.7,1.1,2.8,12.7,2346,17.2,0.523,0.362,0.172,4.3,21.8,9.7,2.1,4.3,8.4,20.5,2.5,5.1,7.6,0.155,0.6,3.4,3.6
"745","Ray Allen",2000,"SG",24,"MIL",82,37.4,7.8,17.2,0.455,2.1,5,0.423,5.7,12.2,0.468,0.516,4.3,4.9,0.887,1,3.4,4.4,3.8,1.3,0.2,2.2,2.3,22.1,3070,20.6,0.57,0.288,0.282,3.2,10.5,17,1.9,0.5,10.3,25.6,9,1,10.1,0.157,5,-2,3.9
"746","Ray Allen",2001,"SG",25,"MIL",82,38.2,7.7,16,0.48,2.5,5.7,0.433,5.2,10.3,0.506,0.557,4.2,4.8,0.888,1.2,4,5.2,4.6,1.5,0.2,2.5,2.3,22,3129,22.9,0.61,0.357,0.299,3.7,11.8,20.4,2.1,0.5,12.1,24.4,11.5,2.2,13.7,0.211,6.5,-0.9,6
"747","Ray Allen",2002,"SG",26,"MIL",69,36.6,7.7,16.6,0.462,3.3,7.7,0.434,4.4,9,0.485,0.561,3.1,3.6,0.873,1.2,3.3,4.5,3.9,1.3,0.3,2.3,2.3,21.8,2525,21.6,0.598,0.46,0.213,3.9,10.1,19.4,1.9,0.5,11.2,26.2,7.6,1.3,8.9,0.169,6.4,-2.2,4
"748","Ray Allen",2004,"SG",28,"SEA",56,38.4,8,18.2,0.44,2.6,6.8,0.392,5.3,11.4,0.468,0.512,4.4,4.8,0.904,1.2,3.9,5.1,4.8,1.3,0.2,2.8,2.4,23,2152,21.7,0.566,0.372,0.266,3.8,11.8,23.3,1.8,0.4,12.1,27.8,6.5,0.4,6.9,0.153,5.9,-1.8,3.3
"749","Ray Allen",2005,"SG",29,"SEA",78,39.3,8.2,19.2,0.428,2.7,7.1,0.376,5.5,12,0.459,0.498,4.8,5.5,0.883,1,3.4,4.4,3.7,1.1,0.1,2.2,2.1,23.9,3064,20.9,0.555,0.372,0.286,3.2,10.7,18.1,1.5,0.1,9.2,28,9.7,1,10.7,0.168,5.6,-1.9,4.4
"750","Ray Allen",2006,"SG",30,"SEA",78,38.7,8.7,19.2,0.454,3.4,8.4,0.412,5.3,10.9,0.486,0.544,4.2,4.6,0.903,0.9,3.3,4.2,3.7,1.3,0.2,2.4,1.9,25.1,3022,22.2,0.59,0.435,0.239,2.8,10.6,17.2,1.8,0.4,10.2,27.4,9.8,-0.3,9.5,0.15,6.7,-3.1,4.2
"751","Ray Allen",2007,"SG",31,"SEA",55,40.3,9.2,21,0.438,3,8.1,0.372,6.2,12.9,0.479,0.51,5.1,5.6,0.903,1,3.5,4.5,4.1,1.5,0.2,2.8,2.1,26.4,2219,21.6,0.564,0.384,0.268,3.1,10.4,19,1.9,0.4,10.7,29.5,5.4,0.9,6.3,0.136,5.4,-2.1,3
"752","Ray Allen",2008,"SG",32,"BOS",73,35.9,6,13.5,0.445,2.5,6.2,0.398,3.5,7.3,0.485,0.537,2.9,3.2,0.907,1,2.6,3.6,3.1,0.9,0.2,1.7,2,17.4,2624,16.4,0.584,0.458,0.24,3.6,8.3,14.6,1.3,0.5,10.4,21.6,5.6,4.1,9.7,0.177,3.2,-0.1,3.4
"753","Ray Allen",2009,"SG",33,"BOS",79,36.4,6.3,13.2,0.48,2.5,6.2,0.409,3.8,7,0.542,0.575,3,3.2,0.952,0.8,2.7,3.5,2.8,0.9,0.2,1.7,2,18.2,2876,17.3,0.624,0.467,0.239,2.9,8.6,12.6,1.3,0.4,10.4,20.8,7.4,3.7,11.1,0.186,4.3,-0.3,4.3
"754","Ray Allen",2011,"SG",35,"BOS",80,36.1,6,12.2,0.491,2.1,4.7,0.444,3.9,7.5,0.52,0.577,2.4,2.7,0.881,0.6,2.8,3.4,2.7,1,0.2,1.5,1.8,16.5,2890,16.4,0.615,0.387,0.224,2.3,9,12.7,1.4,0.4,9.8,19.8,5.8,4.2,10,0.166,3.2,0.4,4.1
"755","Reggie Lewis",1992,"SG",26,"BOS",82,37.4,8.6,17,0.503,0.1,0.3,0.238,8.5,16.8,0.507,0.505,3.6,4.2,0.851,1.4,3.4,4.8,2.3,1.5,1.3,1.7,3.1,20.8,3070,17.9,0.55,0.015,0.246,4.4,9.5,9,2,2,8.1,23.6,5.6,3.5,9.1,0.143,1.7,0.7,3.4
"756","Reggie Miller",1990,"SG",24,"IND",82,38.9,8.1,15.7,0.514,1.8,4.4,0.414,6.2,11.3,0.552,0.572,6.6,7.6,0.868,1.2,2.4,3.6,3.8,1.3,0.2,2.7,2.1,24.6,3192,20.8,0.645,0.281,0.487,3.7,7,15.1,1.7,0.3,12.4,24.2,10.8,1.3,12.1,0.182,5.8,-2,4.6
"757","Reggie Miller",1995,"SG",29,"IND",81,32.9,6.2,13.5,0.462,2.4,5.8,0.415,3.8,7.7,0.498,0.552,4.7,5.3,0.897,0.4,2.2,2.6,3,1.2,0.2,1.9,1.9,19.6,2665,20.1,0.62,0.43,0.391,1.4,8,16.1,2,0.5,10.6,24.6,8.5,2.8,11.4,0.204,5.5,-1.2,4.3
"758","Reggie Miller",1996,"SG",30,"IND",76,34.5,6.6,14,0.473,2.2,5.4,0.41,4.4,8.6,0.512,0.552,5.7,6.6,0.863,0.5,2.3,2.8,3.3,1,0.2,2.5,2.3,21.1,2621,20.1,0.625,0.385,0.467,1.9,8.1,17.2,1.6,0.4,12.8,25.8,8.3,2,10.3,0.188,5.5,-1.6,3.9
"759","Reggie Miller",1998,"SG",32,"IND",81,34.5,6.4,13.3,0.477,2,4.7,0.429,4.3,8.6,0.504,0.553,4.7,5.4,0.868,0.6,2.3,2.9,2.1,1,0.1,1.6,1.8,19.5,2795,19.8,0.619,0.353,0.407,2.1,7.6,11.1,1.5,0.3,9.1,23.9,9.2,2.8,12,0.206,5.3,-1.1,4.4
"760","Reggie Miller",2000,"SG",34,"IND",81,36.9,5.8,12.9,0.448,2,5,0.408,3.7,7.9,0.473,0.527,4.6,5,0.919,0.6,2.3,2.9,2.3,1,0.3,1.6,1.6,18.1,2987,17.3,0.603,0.388,0.39,2,6.8,10.2,1.5,0.6,9.6,20.5,8,2,10.1,0.162,4,-0.8,4
"761","Reggie Theus",1981,"SG",23,"CHI",82,34.4,6.6,13.4,0.495,0.2,1.1,0.2,6.4,12.3,0.521,0.503,5.4,6.7,0.809,1.5,2,3.5,5.2,1.5,0.2,3.2,3.1,18.9,2820,18.4,0.578,0.082,0.501,5.2,6.3,22.2,2.1,0.4,16.2,23.1,7.1,2.1,9.2,0.156,3.4,-1.2,3
"762","Reggie Theus",1983,"PG",25,"CHI",82,34.8,9.1,19.1,0.478,0.3,1.1,0.231,8.9,18,0.493,0.485,5.3,6.6,0.801,1.1,2.5,3.6,5.9,1.7,0.2,3.9,3.4,23.8,2856,19.2,0.541,0.058,0.346,3.4,7.8,27.1,2.3,0.3,15.1,28.8,5,1.6,6.5,0.11,3.2,-1.8,2.4
"763","Richard Hamilton",2006,"SG",27,"DET",80,35.3,8.1,16.5,0.491,0.7,1.5,0.458,7.4,15,0.494,0.512,3.2,3.8,0.845,1.1,2.2,3.3,3.4,0.7,0.2,2.2,2.6,20.1,2825,18.2,0.553,0.091,0.229,3.5,7.3,18.6,1,0.4,10.6,27.4,5.3,2.4,7.6,0.13,1.9,-1.8,1.5
"764","Richard Hamilton",2007,"SG",28,"DET",75,36.8,7.3,15.6,0.468,0.6,1.7,0.341,6.7,13.9,0.483,0.486,4.6,5.4,0.861,1,2.8,3.8,3.8,0.8,0.2,2.1,3.1,19.8,2763,18.1,0.551,0.11,0.344,3.2,8.9,19,1.2,0.4,10.6,25.9,5.7,2.4,8.1,0.141,2.3,-1.2,2.2
"765","Richard Hamilton",2008,"SG",29,"DET",72,33.7,6.9,14.3,0.484,0.9,2,0.44,6.1,12.3,0.492,0.515,2.6,3.1,0.833,1,2.2,3.2,4.2,1,0.1,1.8,2.4,17.3,2424,18.2,0.552,0.137,0.215,3.7,7.9,22.3,1.7,0.3,10.5,24.5,4.8,2.9,7.7,0.152,2.9,-0.4,2.8
"766","Rickey Green",1984,"PG",29,"UTA",81,34.2,5.4,11.2,0.486,0,0.2,0.118,5.4,11,0.493,0.487,2.4,2.9,0.821,0.7,2.1,2.8,9.2,2.7,0.2,2.1,1.9,13.2,2768,18,0.532,0.019,0.259,2.3,6.2,35.9,3.6,0.2,14.6,16.9,5,3,7.9,0.138,1.8,-0.4,2.4
"769","Ricky Pierce",1991,"SG",31,"TOT",78,27.8,7.2,14.8,0.485,0.6,1.5,0.397,6.6,13.3,0.495,0.505,5.5,6,0.913,0.9,1.6,2.5,2.2,0.8,0.2,1.9,2.2,20.5,2167,21,0.586,0.1,0.407,3.6,6.9,13,1.4,0.4,9.7,29.7,6.7,1.2,7.9,0.174,3.2,-3.4,1
"770","Rik Smits",1998,"C",31,"IND",73,28.6,7,14.2,0.495,0,0,0,7,14.2,0.497,0.495,2.6,3.3,0.783,1.7,5.2,6.9,1.4,0.5,1.2,1.8,3.3,16.7,2085,19.9,0.532,0.003,0.231,7.7,20.8,9.9,1,3,10.5,29.2,2.5,3.6,6.1,0.141,-0.4,0.7,1.2
"771","Robert Parish",1981,"C",27,"BOS",82,28,7.7,14.2,0.545,0,0,0,7.7,14.2,0.545,0.545,3.4,4.8,0.71,3,6.5,9.5,1.8,1,2.6,2.3,3.8,18.9,2298,25.2,0.579,0.001,0.34,12.7,25.3,10,1.7,5.1,12.5,27.1,6,4.9,10.9,0.228,2.7,2.3,4
"772","Robert Parish",1982,"C",28,"BOS",80,31.7,8.4,15.4,0.542,0,0,0,8.4,15.4,0.542,0.542,3.2,4.4,0.71,3.6,7.2,10.8,1.8,0.9,2.4,2.8,3.3,19.9,2534,22.6,0.571,0,0.287,12.8,24.5,8.4,1.3,4.1,13.7,25.5,5,5.1,10,0.19,1.9,2,3.7
"773","Robert Parish",1983,"C",29,"BOS",78,31.5,7.9,14.4,0.55,0,0,0,7.9,14.4,0.551,0.55,3.5,5,0.698,3.3,7.3,10.6,1.8,1,1.9,2.4,2.8,19.3,2459,23,0.582,0.001,0.345,11.4,24.6,8.4,1.5,3.3,12.5,23.6,6.2,4.6,10.8,0.211,2.4,1.5,3.7
"774","Robert Parish",1984,"C",30,"BOS",80,35.8,7.8,14.3,0.546,0,0,0,7.8,14.3,0.546,0.546,3.4,4.6,0.745,3,7.7,10.7,1.7,0.7,1.5,2.3,3.3,19,2867,19.2,0.584,0,0.323,10,23.5,7,0.9,2.3,12.4,21.3,5.7,4.8,10.5,0.175,1.1,0.9,2.9
"775","Robert Parish",1985,"C",31,"BOS",79,36.1,7,12.9,0.542,0,0,0,7,12.9,0.542,0.542,3.7,5,0.743,3.3,7.3,10.6,1.6,0.7,1.3,2.4,2.8,17.6,2850,17.6,0.586,0,0.387,10.7,21.4,5.8,0.9,1.9,13.5,19.7,5,4,9,0.151,0.7,0.4,2.2
"776","Robert Parish",1986,"C",32,"BOS",81,31.7,6.5,11.9,0.549,0,0,0,6.5,11.9,0.549,0.549,3,4.1,0.731,3,6.5,9.5,1.8,0.8,1.4,2.3,2.7,16.1,2567,18.8,0.586,0,0.347,11.3,21.1,7.7,1.2,2.5,14.4,20.8,4.4,4.8,9.2,0.171,1.1,1.5,3
"777","Robert Parish",1987,"C",33,"BOS",80,37.4,7.4,13.2,0.556,0,0,0,7.4,13.2,0.557,0.556,2.8,3.9,0.735,3.2,7.5,10.7,2.2,0.8,1.8,2.4,3.3,17.5,2995,17.7,0.588,0.001,0.292,10.4,20.7,8,1,2.7,13.8,19.7,4.6,4.5,9.2,0.147,0.8,1.5,3.3
"778","Robert Parish",1990,"C",36,"BOS",79,30.3,6.4,11,0.58,0,0,0,6.4,11,0.58,0.58,2.9,3.9,0.747,3.3,6.8,10.1,1.3,0.5,0.9,2.1,2.4,15.7,2396,19.2,0.616,0,0.358,12.6,23.5,6.2,0.8,1.7,14.4,20.7,4.8,3,7.8,0.157,1.4,-0.1,2.1
"779","Robert Parish",1991,"C",37,"BOS",81,30.1,6,10,0.598,0,0,0,6,10,0.599,0.598,2.9,3.8,0.767,3.3,7.2,10.5,0.8,0.8,1.3,1.9,2.4,14.9,2441,20.6,0.637,0.001,0.381,13.4,24.4,3.7,1.3,2.4,13.9,19,6.1,3.9,10,0.198,1.8,-0.1,2.3
"780","Rolando Blackman",1985,"SG",25,"DAL",81,35,7.7,15.2,0.508,0.1,0.2,0.3,7.6,14.9,0.512,0.511,4.2,5.1,0.828,1.3,2.4,3.7,3.6,0.8,0.2,2,1.2,19.7,2834,17.7,0.566,0.016,0.336,4.2,7.9,15.1,1,0.3,10.3,23.2,5.8,1.4,7.3,0.123,2.2,-1.6,1.9
"781","Rolando Blackman",1986,"SG",26,"DAL",82,34,8.3,16.1,0.514,0,0.4,0.138,8.2,15.7,0.522,0.515,4.9,5.9,0.836,1.1,2.5,3.6,3.3,1,0.3,2.3,1.7,21.5,2787,19,0.576,0.022,0.366,3.5,7.9,14.4,1.3,0.5,11,25.2,6.2,0.8,7,0.121,2.4,-2.1,1.6
"782","Rolando Blackman",1987,"SG",27,"DAL",80,34.5,7.8,15.8,0.495,0.1,0.2,0.333,7.8,15.6,0.497,0.497,5.2,5.9,0.884,1.2,2.3,3.5,3.3,0.8,0.3,2.2,1.8,21,2758,18.1,0.569,0.012,0.375,3.8,7,14.2,1.1,0.4,10.6,24.3,6.5,1.5,8,0.14,2.1,-1.5,1.8
"783","Rolando Blackman",1990,"SG",30,"DAL",80,36.7,7.8,15.7,0.498,0.2,0.5,0.302,7.7,15.2,0.505,0.504,3.6,4.3,0.844,1.1,2.4,3.5,3.6,1,0.3,2.2,1.6,19.4,2934,17,0.552,0.034,0.271,3.5,7.3,16.3,1.3,0.4,11,23.6,4.6,2.2,6.8,0.111,1.5,-1,1.9
"784","Roy Hibbert",2012,"C",25,"IND",65,29.8,5.1,10.3,0.497,0,0,0,5.1,10.3,0.498,0.497,2.6,3.7,0.711,3.3,5.5,8.8,1.7,0.5,2,2,3,12.8,1937,19.3,0.539,0.001,0.358,12.5,20.7,9.9,0.9,5.2,14.2,21.1,3.2,3,6.2,0.154,0.5,2.4,2.4
"785","Roy Hibbert",2014,"C",27,"IND",81,29.7,4.1,9.3,0.439,0,0.1,0.4,4.1,9.2,0.439,0.44,2.6,3.3,0.77,2.5,4.1,6.6,1.1,0.4,2.2,1.8,3.3,10.8,2409,13.5,0.499,0.007,0.357,9.9,15,6.2,0.6,5.7,14.5,19.4,0.5,5,5.4,0.108,-3.4,3.3,1.1
"786","Russell Westbrook",2011,"PG",22,"OKC",82,34.7,7.5,17,0.442,0.4,1.3,0.33,7.1,15.7,0.451,0.454,6.5,7.7,0.842,1.5,3.1,4.6,8.2,1.9,0.4,3.9,2.5,21.9,2847,23.6,0.538,0.074,0.454,5.2,10.3,42.7,2.8,0.8,15.9,31.6,6.3,3.1,9.4,0.159,4.4,0.5,5
"787","Russell Westbrook",2012,"PG",23,"OKC",66,35.3,8.8,19.2,0.457,0.9,3,0.316,7.8,16.2,0.482,0.481,5.2,6.3,0.823,1.5,3.1,4.6,5.5,1.7,0.3,3.6,2.2,23.6,2331,22.9,0.538,0.155,0.326,5,9.4,29.8,2.5,0.7,14.2,32.7,5.5,2.4,7.9,0.163,3.7,-0.5,3
"788","Russell Westbrook",2013,"PG",24,"OKC",82,34.9,8.2,18.7,0.438,1.2,3.7,0.323,7,15.1,0.466,0.47,5.6,7,0.8,1.4,3.9,5.3,7.4,1.8,0.3,3.3,2.3,23.2,2861,23.9,0.532,0.195,0.375,4.8,11.8,38.4,2.6,0.6,13.2,32.8,7.7,3.9,11.6,0.195,4.7,0.3,5.1
"789","Russell Westbrook",2015,"PG",26,"OKC",67,34.4,9.4,22,0.426,1.3,4.3,0.299,8.1,17.7,0.457,0.455,8.1,9.8,0.835,1.9,5.4,7.3,8.6,2.1,0.2,4.4,2.7,28.1,2302,29.1,0.536,0.196,0.445,5.9,16.7,47,3,0.5,14.3,38.4,7.5,3.2,10.6,0.222,8.8,2.2,7.6
"790","Russell Westbrook",2016,"PG",27,"OKC",80,34.4,8.2,18.1,0.454,1.3,4.3,0.296,6.9,13.8,0.503,0.489,5.8,7.2,0.812,1.8,6,7.8,10.4,2,0.3,4.3,2.5,23.5,2750,27.6,0.554,0.236,0.397,6.1,18.1,49.6,2.9,0.6,16.8,31.6,10,4,14,0.245,7.6,2.4,8.3
"791","Russell Westbrook",2017,"PG",28,"OKC",81,34.6,10.2,24,0.425,2.5,7.2,0.343,7.7,16.8,0.459,0.476,8.8,10.4,0.845,1.7,9,10.7,10.4,1.6,0.4,5.4,2.3,31.6,2802,30.6,0.554,0.3,0.433,5.4,28.8,57.3,2.3,0.9,15.9,41.7,8.5,4.6,13.1,0.224,10.9,4.7,12.4
"792","Russell Westbrook",2018,"PG",29,"OKC",80,36.4,9.5,21.1,0.449,1.2,4.1,0.298,8.3,17,0.485,0.477,5.2,7.1,0.737,1.9,8.2,10.1,10.3,1.8,0.3,4.8,2.5,25.4,2914,24.7,0.524,0.193,0.336,5.6,25.7,49.8,2.5,0.6,16.4,34.1,5.5,4.5,10.1,0.166,5.1,3.1,7.5
"793","Sam Cassell",2004,"PG",34,"MIN",81,35,7.7,15.7,0.488,0.9,2.3,0.398,6.7,13.4,0.504,0.517,3.6,4.1,0.873,0.5,2.8,3.3,7.3,1.3,0.2,2.7,3,19.8,2838,22.8,0.566,0.146,0.261,1.9,8.7,38,1.9,0.5,13.5,27.2,8.8,3.3,12.1,0.205,5.3,-1,4.5
"794","Scottie Pippen",1990,"SF",24,"CHI",82,38.4,6.9,14,0.489,0.3,1.4,0.25,6.5,12.7,0.514,0.501,2.4,3.6,0.675,1.8,4.8,6.6,5.4,2.6,1.2,3.4,3.6,16.5,3148,16.3,0.528,0.097,0.257,5.6,14.9,19.8,3.3,2,17.8,21.2,1.4,4.3,5.7,0.087,0.2,2.3,3.6
"795","Scottie Pippen",1992,"SF",26,"CHI",82,38.6,8.4,16.6,0.506,0.2,1,0.2,8.2,15.6,0.525,0.511,4,5.3,0.76,2.3,5.4,7.7,7,1.9,1.1,3.1,3,21,3164,21.5,0.555,0.059,0.319,6.9,15.8,25.8,2.5,1.8,14,24.6,7.1,5.5,12.7,0.192,3.9,2.6,6.8
"796","Scottie Pippen",1993,"SF",27,"CHI",81,38.6,7.8,16.4,0.473,0.3,1.1,0.237,7.5,15.2,0.491,0.482,2.9,4.3,0.663,2.5,5.2,7.7,6.3,2.1,0.9,3,2.7,18.6,3123,19.2,0.51,0.07,0.264,7.3,16,24,2.9,1.6,14.2,23.9,3.8,4.8,8.6,0.132,2,2.3,5
